trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,300.68,17909.5,2,3,77.8,6.74,启动期
20260514,5.14,21776.5,0,1,44.4,1.08,轮动
20260515,29.79,200.9,1,1,33.3,2.38,轮动
20260518,48.57,189.4,0,3,77.8,4.78,轮动
20260519,43.8,164.4,1,1,44.4,3.64,轮动
