trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,21.33,13773.3,0,0,63.6,1.62,轮动
20260514,1.46,13833.6,0,0,4.5,-0.63,轮动
20260515,4.62,140.3,0,0,9.1,0.95,轮动
20260518,1.57,127.3,0,0,9.1,0.0,轮动
20260519,19.35,117.2,0,0,68.2,2.57,轮动
20260520,0.73,115.3,0,0,0.0,-0.98,轮动
