trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,29.67,22176.3,0,0,76.5,3.14,轮动
20260514,0.84,21212.9,0,0,5.9,-1.17,轮动
20260515,78.65,275.0,1,2,52.9,5.23,分歧期
20260518,9.69,237.3,0,1,35.3,2.46,轮动
20260519,14.37,187.4,0,0,47.1,3.09,轮动
