trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,4.5,2794.6,0,0,50.0,0.38,轮动
20260514,0.19,3075.5,0,0,0.0,-1.95,轮动
20260515,0.68,23.4,0,0,12.5,-0.35,轮动
20260518,31.03,18.0,1,1,37.5,2.66,轮动
20260519,7.41,27.7,0,1,62.5,2.32,轮动
