trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,291.06,53113.2,1,7,95.8,7.44,轮动
20260514,10.9,47611.5,0,0,33.3,1.41,轮动
20260515,50.66,543.5,0,2,50.0,5.24,轮动
20260518,19.58,455.9,0,0,54.2,3.55,轮动
20260519,71.73,494.7,0,2,78.3,5.35,分歧期
