trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,11.18,5336.5,0,0,24.3,1.51,轮动
20260514,8.06,5643.6,0,0,16.2,1.45,轮动
20260515,4.56,47.9,0,0,13.5,0.9,轮动
20260518,7.43,52.2,0,0,27.0,1.62,轮动
20260519,56.43,44.7,1,1,83.8,3.74,轮动
20260520,9.24,56.3,0,1,24.3,2.37,轮动
