trade_date,评分,成交额,涨停数,强势股数,上涨占比,龙头强度,当前阶段
20260513,19.5,4593.6,0,0,53.8,3.4,轮动
20260514,0.91,3923.0,0,0,7.7,-0.81,轮动
20260515,7.23,40.4,0,1,38.5,2.21,轮动
20260518,2.04,38.7,0,0,7.7,0.51,轮动
20260519,128.18,35.1,1,4,76.9,6.01,分歧期
